"Program","Year","State","Domain.Category","APPLICATIONS, MEASURED IN LB","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","APPLICATIONS, MEASURED IN NUMBER, AVG","TREATED, MEASURED IN PCT OF AREA BEARING, AVG","Herbicide.ID","Acute Toxic","Corrosive","Environmental Hazard","Flammable","Health Hazard","Irritant","Additional.Info"
"SURVEY",2014,"WASHINGTON","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"WASHINGTON","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"WASHINGTON","PENDIMETHALIN = 108501"," (D)"," (D)"," (D)"," (D)"," (D)",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"WASHINGTON","SIMAZINE = 80807"," (D)"," (D)"," (D)"," (D)"," (D)",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"WASHINGTON","SULFENTRAZONE = 129081"," (D)"," (D)"," (D)"," (D)"," (D)",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2014,"WASHINGTON","TOTAL","5,600",NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2016,"CALIFORNIA","AMMONIUM PELARGONATE = 31802"," (D)"," (D)"," (D)"," (D)"," (D)",31802,0,0,0,0,0,1,"H315: Causes skin irritation [Warning Skin corrosion/irritation]

H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"CALIFORNIA","FLUMIOXAZIN = 129034","500","0.091","0.116","1.3","12",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"CALIFORNIA","OXYFLUORFEN = 111601","3,000","0.467","0.535","1.1","15",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"CALIFORNIA","PENDIMETHALIN = 108501","15,600","1.382","2.268","1.6","18",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"CALIFORNIA","SULFENTRAZONE = 129081"," (D)"," (D)"," (D)"," (D)"," (D)",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"CALIFORNIA","TOTAL","19,600",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2016,"FLORIDA","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"FLORIDA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"FLORIDA","HALOSULFURON-METHYL = 128721"," (D)"," (D)"," (D)"," (D)"," (D)",128721,0,0,1,0,1,0,"H360D: May damage the unborn child [Danger Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"FLORIDA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"FLORIDA","TOTAL"," (D)",NA,NA,NA," (D)",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2016,"OREGON","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"OREGON","CLOPYRALID MONO SALT = 117401"," (D)"," (D)"," (D)"," (D)"," (D)",117401,0,0,1,0,0,1,"H317 (96.1%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H400 (96.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (96.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"OREGON","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"OREGON","OXYFLUORFEN = 111601"," (D)"," (D)"," (D)"," (D)"," (D)",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"OREGON","SIMAZINE = 80807"," (D)"," (D)"," (D)"," (D)"," (D)",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"OREGON","SULFENTRAZONE = 129081"," (D)"," (D)"," (D)"," (D)"," (D)",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"OREGON","TERBACIL = 12701"," (D)"," (D)"," (D)"," (D)"," (D)",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"OREGON","TOTAL"," (D)",NA,NA,NA," (D)",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2016,"WASHINGTON","CLOMAZONE = 125401"," (D)"," (D)"," (D)"," (D)"," (D)",125401,0,0,1,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H332: Harmful if inhaled [Warning Acute toxicity, inhalation]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"WASHINGTON","CLOPYRALID MONO SALT = 117401"," (D)"," (D)"," (D)"," (D)"," (D)",117401,0,0,1,0,0,1,"H317 (96.1%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H400 (96.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (96.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"WASHINGTON","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"WASHINGTON","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"WASHINGTON","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"WASHINGTON","PENDIMETHALIN = 108501"," (D)"," (D)"," (D)"," (D)"," (D)",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"WASHINGTON","SIMAZINE = 80807"," (D)"," (D)"," (D)"," (D)"," (D)",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"WASHINGTON","SULFENTRAZONE = 129081"," (Z)","0.228","0.305","1.3","14",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2016,"WASHINGTON","TOTAL","1,100",NA,NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2018,"CALIFORNIA","FLUMIOXAZIN = 129034","100","0.096","0.105","1.1","4",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"CALIFORNIA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"CALIFORNIA","GLYPHOSATE POT. SALT = 103613"," (D)"," (D)"," (D)"," (D)"," (D)",103613,0,0,1,0,0,0,"H411 (100%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"CALIFORNIA","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"CALIFORNIA","OXYFLUORFEN = 111601","800","0.353","0.355","1","6",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"CALIFORNIA","PENDIMETHALIN = 108501","2,700","1.364","1.944","1.4","4",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"CALIFORNIA","SULFENTRAZONE = 129081"," (D)"," (D)"," (D)"," (D)"," (D)",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"CALIFORNIA","TOTAL","7,200",NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2018,"FLORIDA","CARFENTRAZONE-ETHYL = 128712"," (D)"," (D)"," (D)"," (D)"," (D)",128712,0,0,1,0,0,0,"H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"FLORIDA","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"FLORIDA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"FLORIDA","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"FLORIDA","OXYFLUORFEN = 111601"," (D)"," (D)"," (D)"," (D)"," (D)",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"FLORIDA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2018,"FLORIDA","TOTAL"," (D)",NA,NA,NA," (D)",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2019,"CALIFORNIA","CARFENTRAZONE-ETHYL = 128712","200","0.024","0.074","3","6",128712,0,0,1,0,0,0,"H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","FLUMIOXAZIN = 129034","1,100","0.089","0.217","2.4","14",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","GLUFOSINATE-AMMONIUM = 128850"," (D)"," (D)"," (D)"," (D)"," (D)",128850,0,0,0,0,1,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H312: Harmful in contact with skin [Warning Acute toxicity, dermal]

H332: Harmful if inhaled [Warning Acute toxicity, inhalation]

H360Fd: May damage fertility; Suspected of damaging the unborn child [Danger Reproductive toxicity]

H373 **: May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]"
"SURVEY",2019,"CALIFORNIA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","GLYPHOSATE POT. SALT = 103613"," (D)"," (D)"," (D)"," (D)"," (D)",103613,0,0,1,0,0,0,"H411 (100%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","OXYFLUORFEN = 111601","1,300","0.313","0.428","1.4","9",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","PENDIMETHALIN = 108501","5,500","1.202","1.84","1.5","8",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","SULFENTRAZONE = 129081"," (D)"," (D)"," (D)"," (D)"," (D)",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"CALIFORNIA","TOTAL","10,200",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2019,"FLORIDA","2,4-D, DIMETH. SALT = 30019"," (D)"," (D)"," (D)"," (D)"," (D)",30019,0,1,1,0,0,1,"H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]

H312 (18.6%): Harmful in contact with skin [Warning Acute toxicity, dermal]

H317 (100%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H318 (100%): Causes serious eye damage [Danger Serious eye damage/eye irritation]

H332 (18.6%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H410 (35.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H411 (64.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"FLORIDA","2,4-D, TRIISO. SALT = 30035"," (D)"," (D)"," (D)"," (D)"," (D)",30035,0,1,1,0,0,1,"H302 (72.8%): Harmful if swallowed [Warning Acute toxicity, oral]

H317 (72.8%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H318 (72.8%): Causes serious eye damage [Danger Serious eye damage/eye irritation]

H411 (72.8%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"FLORIDA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"FLORIDA","GLYPHOSATE POT. SALT = 103613"," (D)"," (D)"," (D)"," (D)"," (D)",103613,0,0,1,0,0,0,"H411 (100%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"FLORIDA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2019,"FLORIDA","TOTAL","300",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2021,"CALIFORNIA","CARFENTRAZONE-ETHYL = 128712"," (D)"," (D)"," (D)"," (D)"," (D)",128712,0,0,1,0,0,0,"H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"CALIFORNIA","FLUMIOXAZIN = 129034","500","0.084","0.099","1.2","12",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"CALIFORNIA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"CALIFORNIA","GLYPHOSATE POT. SALT = 103613"," (D)"," (D)"," (D)"," (D)"," (D)",103613,0,0,1,0,0,0,"H411 (100%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"CALIFORNIA","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
